experiment_path,seed,model1_loss,model1_hamming,model1_accuracy,model2_loss,model2_hamming,model2_accuracy,y_test_violation,model_1_violation,model_2_violation
1_4.800000000000001_1_2,1,0.1368270218372345,0.05079999938607216,0.9240000247955322,1.6872111558914185,0.05053333193063736,0.9213333129882812,0.0,0.005333333333333333,0.014666666666666666
1_4.0_1_3,1,0.10778378695249557,0.04399999976158142,0.7666666507720947,0.22722266614437103,0.03346666693687439,0.8560000061988831,0.0,0.13733333333333334,0.028
1_2.4000000000000004_1_2,1,0.17415651679039001,0.07266666740179062,0.7160000205039978,0.529441773891449,0.06506666541099548,0.7879999876022339,0.0,0.14133333333333334,0.028
1_4.2_1_2,1,0.22490093111991882,0.09440000355243683,0.800000011920929,2.724729537963867,0.09733333438634872,0.8413333296775818,0.0,0.10666666666666667,0.02666666666666667
1_0.2_1_2,1,0.030524980276823044,0.010933333076536655,0.9026666879653931,0.0302630215883255,0.009333333000540733,0.9146666526794434,0.0,0.005333333333333333,0.0013333333333333333
1_4.6000000000000005_1_3,1,0.08107302337884903,0.03533333167433739,0.8186666369438171,0.3035348355770111,0.029866667464375496,0.8786666393280029,0.0,0.08,0.016
1_2.0_1_2,1,0.15265537798404694,0.06199999898672104,0.7306666374206543,0.30918192863464355,0.05373333394527435,0.8146666884422302,0.0,0.136,0.02666666666666667
1_1.8_1_1,1,0.10328718274831772,0.03906666487455368,0.7706666588783264,0.10267435014247894,0.025466667488217354,0.8640000224113464,0.0,0.112,0.013333333333333334
1_4.4_1_3,1,0.0886419340968132,0.03786666691303253,0.8080000281333923,0.1584048718214035,0.03480000048875809,0.862666666507721,0.0,0.07733333333333334,0.013333333333333334
1_2.2_1_3,1,0.11480395495891571,0.04479999840259552,0.7666666507720947,0.1764758676290512,0.03226666525006294,0.8613333106040955,0.0,0.10533333333333333,0.013333333333333334
1_2.0_1_3,1,0.11908251792192459,0.04466666653752327,0.7506666779518127,0.1716805398464203,0.035999998450279236,0.8293333053588867,0.0,0.12933333333333333,0.028
1_0.2_1_3,1,0.029800277203321457,0.012266666628420353,0.8853333592414856,0.0302339605987072,0.010133333504199982,0.9079999923706055,0.0,0.012,0.005333333333333333
1_4.6000000000000005_1_2,1,0.1368270218372345,0.05079999938607216,0.9240000247955322,1.6872111558914185,0.05053333193063736,0.9213333129882812,0.0,0.005333333333333333,0.014666666666666666
1_2.2_1_2,1,0.14866112172603607,0.06080000102519989,0.7266666889190674,0.26858755946159363,0.05173333361744881,0.8133333325386047,0.0,0.15733333333333333,0.036
1_1.2000000000000002_1_1,1,0.0933118686079979,0.03493333235383034,0.7919999957084656,0.1021374836564064,0.02199999988079071,0.8813333511352539,0.0,0.088,0.017333333333333333
1_4.4_1_2,1,0.1368270218372345,0.05079999938607216,0.9240000247955322,1.6872111558914185,0.05053333193063736,0.9213333129882812,0.0,0.005333333333333333,0.014666666666666666
1_3.4000000000000004_1_1,1,0.07625316828489304,0.031066667288541794,0.9546666741371155,1.2971546649932861,0.03359999880194664,0.9466666579246521,0.0,0.0026666666666666666,0.012
1_1.4000000000000001_1_3,1,0.08733326941728592,0.03266666829586029,0.7919999957084656,0.09326350688934326,0.02213333360850811,0.8759999871253967,0.0,0.096,0.013333333333333334
1_1.6_1_1,1,0.10247007012367249,0.03999999910593033,0.7706666588783264,0.111278235912323,0.02879999950528145,0.8573333621025085,0.0,0.10666666666666667,0.024
1_2.8000000000000003_1_3,1,0.13452039659023285,0.0541333332657814,0.7386666536331177,0.2405724823474884,0.04546666517853737,0.8199999928474426,0.0,0.13066666666666665,0.03866666666666667
1_1.4000000000000001_1_2,1,0.11062800884246826,0.03920000046491623,0.7746666669845581,0.1351388841867447,0.035866666585206985,0.8320000171661377,0.0,0.09333333333333334,0.025333333333333333
1_2.8000000000000003_1_2,1,0.18050041794776917,0.07893333584070206,0.7213333249092102,0.6390048861503601,0.06453333050012589,0.8186666369438171,0.0,0.12533333333333332,0.037333333333333336
1_0.6000000000000001_1_1,1,0.05165005475282669,0.019466666504740715,0.8479999899864197,0.03971491754055023,0.0141333332285285,0.9039999842643738,0.0,0.04666666666666667,0.010666666666666666
1_3.6_1_1,1,1.3440862858260516e-06,0.0,1.0,2.0645245513151167e-07,0.0,1.0,0.0,0.0,0.0
1_0.8_1_3,1,0.07933247834444046,0.03426666557788849,0.7546666860580444,0.08532658219337463,0.023733332753181458,0.8586666584014893,0.0,0.11866666666666667,0.008
1_3.2_1_1,1,0.07696658372879028,0.02879999950528145,0.8893333077430725,0.42959561944007874,0.024533333256840706,0.9253333210945129,0.0,0.05733333333333333,0.0026666666666666666
1_1.0_1_1,1,0.09016507118940353,0.031199999153614044,0.8040000200271606,0.09782592207193375,0.02306666597723961,0.8759999871253967,0.0,0.08266666666666667,0.017333333333333333
1_0.8_1_2,1,0.05840746685862541,0.023333333432674408,0.8386666774749756,0.06589700281620026,0.019066667184233665,0.8893333077430725,0.0,0.048,0.005333333333333333
1_3.0_1_1,1,0.06746881455183029,0.025866666808724403,0.9053333401679993,0.42554113268852234,0.024266665801405907,0.9226666688919067,0.0,0.05333333333333334,0.006666666666666667
1_4.0_1_1,1,1.3440862858260516e-06,0.0,1.0,2.0645245513151167e-07,0.0,1.0,0.0,0.0,0.0
1_2.6_1_1,1,0.10606569051742554,0.041600000113248825,0.8253333568572998,0.1755136102437973,0.03240000084042549,0.890666663646698,0.0,0.116,0.029333333333333333
1_0.4_1_1,1,0.0316576324403286,0.011733333580195904,0.890666663646698,0.02748160995543003,0.009333333000540733,0.9173333048820496,0.0,0.02666666666666667,0.004
1_3.8000000000000003_1_2,1,0.22490093111991882,0.09440000355243683,0.800000011920929,2.724729537963867,0.09733333438634872,0.8413333296775818,0.0,0.10666666666666667,0.02666666666666667
1_4.2_1_1,1,1.3440862858260516e-06,0.0,1.0,2.0645245513151167e-07,0.0,1.0,0.0,0.0,0.0
1_2.4000000000000004_1_1,1,0.09265539050102234,0.03306666761636734,0.8146666884422302,0.12327557057142258,0.025200000032782555,0.8920000195503235,0.0,0.112,0.02266666666666667
1_3.8000000000000003_1_3,1,0.10606446862220764,0.041333332657814026,0.7720000147819519,0.20358580350875854,0.03519999980926514,0.8373333215713501,0.0,0.12933333333333333,0.02666666666666667
1_4.800000000000001_1_1,1,1.3440862858260516e-06,0.0,1.0,2.0645245513151167e-07,0.0,1.0,0.0,0.0,0.0
1_1.8_1_2,1,0.13122233748435974,0.04973333328962326,0.7573333382606506,0.19918686151504517,0.04280000180006027,0.8306666612625122,0.0,0.11333333333333333,0.02266666666666667
1_1.2000000000000002_1_3,1,0.08848825097084045,0.03333333507180214,0.7879999876022339,0.10409262776374817,0.024933332577347755,0.8679999709129333,0.0,0.08133333333333333,0.014666666666666666
1_2.0_1_1,1,0.11178077757358551,0.04266666620969772,0.7666666507720947,0.1585138440132141,0.029733333736658096,0.8666666746139526,0.0,0.116,0.02266666666666667
1_0.2_1_1,1,0.023349907249212265,0.00839999970048666,0.9173333048820496,0.020566528663039207,0.007333333138376474,0.9319999814033508,0.0,0.009333333333333334,0.0
1_1.2000000000000002_1_2,1,0.10474546253681183,0.04106666520237923,0.7586666941642761,0.1300727277994156,0.03359999880194664,0.8306666612625122,0.0,0.10933333333333334,0.016
1_2.2_1_1,1,0.09053642302751541,0.03293333202600479,0.8026666641235352,0.11872226744890213,0.02199999988079071,0.8986666798591614,0.0,0.124,0.02
1_1.8_1_3,1,0.12895843386650085,0.04453333467245102,0.7613333463668823,0.21349526941776276,0.03773333504796028,0.8386666774749756,0.0,0.12266666666666666,0.02
1_4.4_1_1,1,1.3440862858260516e-06,0.0,1.0,2.0645245513151167e-07,0.0,1.0,0.0,0.0,0.0
1_4.6000000000000005_1_1,1,1.3440862858260516e-06,0.0,1.0,2.0645245513151167e-07,0.0,1.0,0.0,0.0,0.0
