experiment_path,seed,model1_loss,model1_hamming,model1_accuracy,model2_loss,model2_hamming,model2_accuracy,y_test_violation,model_1_violation,model_2_violation
4_0.5_2_1,1,0.11374270915985107,0.04520000144839287,0.6213333606719971,0.10596031695604324,0.04346666485071182,0.6480000019073486,0.0,0.248,0.21333333333333335
4_0.5_2_1,2,0.1085592657327652,0.04320000112056732,0.6359999775886536,0.10745849460363388,0.041733331978321075,0.6520000100135803,0.0,0.252,0.192
3_1.5_1_2,1,0.1905031055212021,0.082266665995121,0.562666654586792,0.2579280138015747,0.06933332979679108,0.6853333115577698,0.0,0.2613333333333333,0.12933333333333333
3_1.5_1_2,2,0.18887166678905487,0.0793333351612091,0.5720000267028809,0.24769777059555054,0.07053333520889282,0.6706666946411133,0.0,0.24266666666666667,0.124
2_1.0_1_2,1,0.12463225424289703,0.04986666515469551,0.6880000233650208,0.1399705559015274,0.036400001496076584,0.7986666560173035,0.0,0.17733333333333334,0.06666666666666667
2_1.0_1_2,2,0.12023967504501343,0.04919999837875366,0.690666675567627,0.13036930561065674,0.03680000081658363,0.7986666560173035,0.0,0.18266666666666667,0.06933333333333333
3_1.5_3_1,1,0.24274702370166779,0.10146666318178177,0.4546666741371155,0.284517765045166,0.09853333234786987,0.47066667675971985,0.0,0.41333333333333333,0.37066666666666664
3_1.5_3_1,2,0.24094487726688385,0.10026666522026062,0.4519999921321869,0.2882637679576874,0.09733333438634872,0.4986666738986969,0.0,0.42,0.34933333333333333
2_1.0_3_1,1,0.12142845243215561,0.04520000144839287,0.6786666512489319,0.10335935652256012,0.03466666489839554,0.7773333191871643,0.0,0.17866666666666667,0.09333333333333334
2_1.0_3_1,2,0.12237255275249481,0.04493333399295807,0.6840000152587891,0.11686287075281143,0.03680000081658363,0.7680000066757202,0.0,0.156,0.104
5_0.5_1_2,1,0.09917508065700531,0.04026666656136513,0.6853333115577698,0.09974056482315063,0.03413333371281624,0.746666669845581,0.0,0.16266666666666665,0.13866666666666666
5_0.5_1_2,2,0.09544401615858078,0.03906666487455368,0.7026666402816772,0.09941829741001129,0.03493333235383034,0.7493333220481873,0.0,0.144,0.12533333333333332
5_0.5_3_1,1,0.1325802356004715,0.052266668528318405,0.5613333582878113,0.13097037374973297,0.04986666515469551,0.5866666436195374,0.0,0.2986666666666667,0.2986666666666667
5_0.5_3_1,2,0.13195572793483734,0.0541333332657814,0.5320000052452087,0.12707509100437164,0.05053333193063736,0.5693333148956299,0.0,0.33066666666666666,0.2906666666666667
2_1.5_2_1,1,0.14721396565437317,0.058266665786504745,0.6413333415985107,0.17682474851608276,0.04586666822433472,0.7493333220481873,0.0,0.22533333333333333,0.11333333333333333
2_1.5_2_1,2,0.1431858092546463,0.0554666668176651,0.6466666460037231,0.1612250953912735,0.04399999976158142,0.7440000176429749,0.0,0.20133333333333334,0.108
3_1.0_2_1,1,0.13868673145771027,0.06186666712164879,0.5533333420753479,0.13563399016857147,0.052000001072883606,0.6320000290870667,0.0,0.2866666666666667,0.20933333333333334
3_1.0_2_1,2,0.13399331271648407,0.059333331882953644,0.5720000267028809,0.13569316267967224,0.05013333261013031,0.653333306312561,0.0,0.2813333333333333,0.19466666666666665
2_0.5_3_2,1,0.07974507659673691,0.030933333560824394,0.753333330154419,0.08168788999319077,0.029333332553505898,0.7786666750907898,0.0,0.12666666666666668,0.09333333333333334
2_0.5_3_2,2,0.08025134354829788,0.03253333270549774,0.7440000176429749,0.08124592155218124,0.0273333340883255,0.7919999957084656,0.0,0.12133333333333333,0.088
2_0.5_1_1,1,0.06080231815576553,0.02146666683256626,0.8173333406448364,0.04594515636563301,0.015200000256299973,0.8759999871253967,0.0,0.068,0.02666666666666667
2_0.5_1_1,2,0.06157570704817772,0.02226666733622551,0.8106666803359985,0.04384279623627663,0.01693333312869072,0.8533333539962769,0.0,0.06933333333333333,0.034666666666666665
4_1.0_2_2,1,0.22196689248085022,0.09640000015497208,0.335999995470047,0.21450185775756836,0.0868000015616417,0.4386666715145111,0.0,0.536,0.408
