experiment_path,seed,model1_loss,model1_hamming,model1_accuracy,model2_loss,model2_hamming,model2_accuracy,y_test_violation,model_1_violation,model_2_violation
2_1.0_1_1,1,0.10783465951681137,0.04560000076889992,0.6973333358764648,0.12243565917015076,0.035466667264699936,0.7853333353996277,0.0,0.152,0.076
2_1.0_1_1,1,1,0.11603012681007385,0.05000000074505806,0.6813333630561829,0.14153313636779785,0.03920000046491623,0.7693333625793457,0.0,0.14666666666666667,0.08133333333333333
2_1.0_1_1,1,10,0.9796010851860046,0.4004000127315521,0.0,0.1851494014263153,0.06173333153128624,0.6426666378974915,0.0,0.0,0.13733333333333334
2_1.0_1_1,1,0.1,0.10761378705501556,0.04546666517853737,0.6946666836738586,0.11822298169136047,0.03373333439230919,0.7879999876022339,0.0,0.15333333333333332,0.096
2_1.0_1_1,1,0.2,0.10901730507612228,0.047866664826869965,0.6853333115577698,0.12284600734710693,0.03400000184774399,0.7986666560173035,0.0,0.156,0.08
2_1.0_1_1,1,1,0.1201544776558876,0.05133333429694176,0.671999990940094,0.15585389733314514,0.03973333165049553,0.7706666588783264,0.0,0.14,0.06133333333333333
2_1.0_1_1,1,0,0.10783465951681137,0.04560000076889992,0.6973333358764648,0.12243565917015076,0.035466667264699936,0.7853333353996277,0.0,0.152,0.076
2_1.0_1_1,1,0.5,0.11238010972738266,0.047600001096725464,0.690666675567627,0.12841126322746277,0.03466666489839554,0.7879999876022339,0.0,0.14666666666666667,0.07733333333333334
2_1.0_1_1,1,0.2,0.10901730507612228,0.047866664826869965,0.6853333115577698,0.12284600734710693,0.03400000184774399,0.7986666560173035,0.0,0.156,0.08
2_1.0_1_1,1,1,0.11603012681007385,0.05000000074505806,0.6813333630561829,0.14153313636779785,0.03920000046491623,0.7693333625793457,0.0,0.14666666666666667,0.08133333333333333
2_1.0_1_1,1,3,0.325018048286438,0.17826665937900543,0.2626666724681854,0.15723754465579987,0.04600000008940697,0.7506666779518127,0.0,0.07866666666666666,0.048
4_1.0_3_1,1,1,0.22746293246746063,0.09546666592359543,0.35466668009757996,0.21393951773643494,0.0835999995470047,0.4000000059604645,0.0,0.38533333333333336,0.42133333333333334
4_1.0_3_1,1,0,0.2113085389137268,0.0865333303809166,0.35600000619888306,0.20439362525939941,0.07999999821186066,0.4333333373069763,0.0,0.488,0.44
4_1.0_3_1,1,0.5,0.2159637063741684,0.09026666730642319,0.3799999952316284,0.2088346630334854,0.08186666667461395,0.41333332657814026,0.0,0.4106666666666667,0.44133333333333336
