model_1_mae,model_1_likelihood,model_2_mae,model_2_likelihood,y_test_violation,model_1_violation,model_2_violation,constraint_path,dataset_index,y_test_violation_1e-06,y_test_violation_0.0001,y_test_violation_0.001,y_test_violation_0.01,y_test_violation_0.1,model_1_violation_1e-06,model_1_violation_0.0001,model_1_violation_0.001,model_1_violation_0.01,model_1_violation_0.1,model_2_violation_1e-06,model_2_violation_0.0001,model_2_violation_0.001,model_2_violation_0.01,model_2_violation_0.1
0.013357400894165039,-0.6112105846405029,0.01360969990491867,-0.4876277446746826,0.0,0.262,0.2693333333333333,constraints_generated/smt_constraints_random/n10_r1.0_i0.txt,1,0.0,0.0,0.0,0.0,0.0,0.262,0.2613333333333333,0.254,0.22066666666666668,0.005333333333333301,0.2693333333333333,0.2686666666666667,0.266,0.21999999999999997,0.004666666666666708
0.011823339387774467,-0.5864009857177734,0.011201406829059124,-0.5510596632957458,0.0,0.16266666666666663,0.14800000000000002,constraints_generated/smt_constraints_random/n10_r1.0_i0.txt,2,0.0,0.0,0.0,0.0,0.0,0.16266666666666663,0.16200000000000003,0.16133333333333333,0.1266666666666667,0.0013333333333332975,0.14800000000000002,0.14733333333333332,0.14400000000000002,0.11133333333333328,0.0013333333333332975
0.013361113145947456,-0.6375604271888733,0.012550853192806244,-0.5096871852874756,0.0,0.402,0.3893333333333333,constraints_generated/smt_constraints_random/n10_r1.0_i1.txt,1,0.0,0.0,0.0,0.0,0.0,0.402,0.398,0.3833333333333333,0.21466666666666667,0.0033333333333332993,0.3893333333333333,0.3873333333333333,0.3686666666666667,0.22066666666666668,0.0
0.012505796737968922,-0.6466490626335144,0.011751228012144566,-0.43672841787338257,0.0,0.10733333333333328,0.09266666666666667,constraints_generated/smt_constraints_random/n10_r1.0_i1.txt,2,0.0,0.0,0.0,0.0,0.0,0.10733333333333328,0.10733333333333328,0.10533333333333328,0.08866666666666667,0.006000000000000005,0.09266666666666667,0.09266666666666667,0.08999999999999997,0.06666666666666665,0.0020000000000000018
0.01351105235517025,-0.6552001237869263,0.012460929341614246,-0.537182629108429,0.0,0.19999999999999996,0.20533333333333337,constraints_generated/smt_constraints_random/n10_r1.0_i2.txt,1,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19866666666666666,0.19733333333333336,0.16600000000000004,0.008666666666666711,0.20533333333333337,0.20466666666666666,0.20066666666666666,0.15400000000000003,0.004666666666666708
0.013082867488265038,-0.5860578417778015,0.012189513072371483,-0.48116058111190796,0.0,0.22666666666666668,0.2586666666666667,constraints_generated/smt_constraints_random/n10_r1.0_i2.txt,2,0.0,0.0,0.0,0.0,0.0,0.22666666666666668,0.22666666666666668,0.22533333333333339,0.17066666666666663,0.0020000000000000018,0.2586666666666667,0.2553333333333333,0.2493333333333333,0.19666666666666666,0.0
0.01266489177942276,-0.6374819874763489,0.011761768721044064,-0.3983044922351837,0.0,0.16866666666666663,0.17400000000000004,constraints_generated/smt_constraints_random/n10_r1.0_i3.txt,1,0.0,0.0,0.0,0.0,0.0,0.16866666666666663,0.16733333333333333,0.16533333333333333,0.1373333333333333,0.010666666666666713,0.17400000000000004,0.17333333333333334,0.16733333333333333,0.14,0.0040000000000000036
0.012511543929576874,-0.6407661437988281,0.012182142585515976,-0.48032188415527344,0.0,0.2666666666666667,0.25,constraints_generated/smt_constraints_random/n10_r1.0_i3.txt,2,0.0,0.0,0.0,0.0,0.0,0.2666666666666667,0.2666666666666667,0.264,0.21533333333333338,0.009333333333333305,0.25,0.2486666666666667,0.2413333333333333,0.19533333333333336,0.0020000000000000018
0.016056429594755173,-0.6323309540748596,0.015344048850238323,-0.48553988337516785,0.0,0.498,0.43266666666666664,constraints_generated/smt_constraints_random/n10_r1.0_i4.txt,1,0.0,0.0,0.0,0.0,0.0,0.498,0.498,0.494,0.42600000000000005,0.011333333333333306,0.43266666666666664,0.43200000000000005,0.42733333333333334,0.3626666666666667,0.0040000000000000036
0.013924414291977882,-0.5939889550209045,0.013303796760737896,-0.5227674245834351,0.0,0.3493333333333334,0.31133333333333335,constraints_generated/smt_constraints_random/n10_r1.0_i4.txt,2,0.0,0.0,0.0,0.0,0.0,0.3493333333333334,0.348,0.3406666666666667,0.262,0.0020000000000000018,0.31133333333333335,0.31000000000000005,0.30000000000000004,0.19466666666666665,0.0006666666666667043
